original_id	work_title	work_authors	file_format	file_size	number_of_access	original_source
Flores da Noite|Lycurgo José Henrique de Paiva	Flores da Noite	Lycurgo José Henrique de Paiva	.pdf	330,75              KB	3.197	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Foi Buscar Lã...|Afonso Henriques de Lima Barreto	Foi Buscar Lã...	Afonso Henriques de Lima Barreto	.pdf	213,44              KB	2.479	[ua] Universidade da Amazônia - UNAMA
Foi Don Fagundo un día convidar|Afonso Eanes de Coton	Foi Don Fagundo un día convidar	Afonso Eanes de Coton	.pdf	34,76              KB	722	[wk] Wikipédia, a enciclopédia livre
Folha negra|Casimiro de Abreu	Folha negra	Casimiro de Abreu	.pdf	33,97              KB	1.044	[wk] Wikipédia, a enciclopédia livre
Folha rota|Machado de Assis	Folha rota	Machado de Assis	.pdf	82,35              KB	4.584	[fs] Universidade Federal de Santa Catarina - UFSC
Folhas Caídas|João Batista da Silva Leitão de Almeida Garrett	Folhas Caídas	João Batista da Silva Leitão de Almeida Garrett	.pdf	90,87              KB	2.251	[ua] Universidade da Amazônia - UNAMA
Folhas Caídas|João Batista da Silva Leitão de Almeida Garrett	Folhas Caídas	João Batista da Silva Leitão de Almeida Garrett	.pdf	541,54              KB	4.339	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Fragmento|Casimiro de Abreu	Fragmento	Casimiro de Abreu	.pdf	32,62              KB	1.021	[wk] Wikipédia, a enciclopédia livre
Fragmentos de meu tempo|Geraldo Pereira	Fragmentos de meu tempo	Geraldo Pereira	.pdf	524,51              KB	551	[ea] Edição do Autor
Francisca|Machado de Assis	Francisca	Machado de Assis	.pdf	99,06              KB	4.787	[fs] Universidade Federal de Santa Catarina - UFSC
Frei Simão|Machado de Assis	Frei Simão	Machado de Assis	.pdf	37,81              KB	3.610	[ua] Universidade da Amazônia - UNAMA
Frei Simão|Machado de Assis	Frei Simão	Machado de Assis	.pdf	93,79              KB	6.191	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Fremosas, a Deus grado|Bernardo de Bonaval	Fremosas, a Deus grado	Bernardo de Bonaval	.pdf	35,88              KB	471	[wk] Wikipédia, a enciclopédia livre
Fritzmac|Artur Azevedo	Fritzmac	Artur Azevedo	.pdf	333,29              KB	1.631	[bi] Biblioteca Virtual de Literatura
Fulano|Machado de Assis	Fulano	Machado de Assis	.pdf	72,01              KB	9.977	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Galeria Póstuma|Machado de Assis	Galeria Póstuma	Machado de Assis	.pdf	77,10              KB	6.034	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Gardenia|Salomão Rovedo	Gardenia	Salomão Rovedo	.pdf	422,93              KB	907	[ea] Edição do Autor
Gentil|Auta de Sousa	Gentil	Auta de Sousa	.pdf	45,86              KB	475	[wk] Wikipédia, a enciclopédia livre
Girândola de Amores|Aluísio Azevedo	Girândola de Amores	Aluísio Azevedo	.pdf	526,40              KB	2.154	[ua] Universidade da Amazônia - UNAMA
Girândola de amores|Aluísio Azevedo	Girândola de amores	Aluísio Azevedo	.pdf	1,01              MB	3.432	[bn] Fundação Biblioteca Nacional
Goivos|Auta de Sousa	Goivos	Auta de Sousa	.pdf	50,58              KB	421	[wk] Wikipédia, a enciclopédia livre
Goivos e Camélias|Machado de Assis	Goivos e Camélias	Machado de Assis	.pdf	107,68              KB	4.761	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Goyaz|Visconde de Taunay	Goyaz	Visconde de Taunay	.pdf	250,92              KB	2.211	[cb] Instituto Centro-Brasileiro de Cultura
Gozo os campos sem reparar para eles|Alberto Caeiro	Gozo os campos sem reparar para eles	Alberto Caeiro	.pdf	33,02              KB	1.253	[wk] Wikipédia, a enciclopédia livre
		Brainerd Kellogg	.pdf	590,63              KB	1.243	[gu] Projeto Gutenberg
Gram temp'há, meu amigo, que nom quis Deus|Dom Dinis	Gram temp'há, meu amigo, que nom quis Deus	Dom Dinis	.pdf	42,52              KB	477	[wk] Wikipédia, a enciclopédia livre
Grave vos é de que vos hei amor|Dom Dinis	Grave vos é de que vos hei amor	Dom Dinis	.pdf	41,74              KB	489	[wk] Wikipédia, a enciclopédia livre
Grãos de mostarda|Humberto de Campos	Grãos de mostarda	Humberto de Campos	.pdf	272,03              KB	1.671	[ua] Universidade da Amazônia - UNAMA
Grãos de mostarda|Humberto de Campos	Grãos de mostarda	Humberto de Campos	.pdf	577,54              KB	3.867	[bi] Biblioteca Virtual de Literatura
Guerra junqueiro: Que é a terra?, O verbo cantar e Que é a vida?|Júlio Brandão	Guerra junqueiro: Que é a terra?, O verbo cantar e Que é a vida?	Júlio Brandão	.pdf	2,04              MB	668	[ub] Universidade de Brasília
Guerras do Alecrim e da Manjerona|Antônio José da Silva	Guerras do Alecrim e da Manjerona	Antônio José da Silva	.pdf	991,21              KB	1.884	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Guerras do Alecrim e da Manjerona|Antônio José da Silva	Guerras do Alecrim e da Manjerona	Antônio José da Silva	.pdf	367,00              KB	1.954	[bn] Fundação Biblioteca Nacional
Gênese|Hermes Fontes	Gênese	Hermes Fontes	.pdf	6,36              MB	784	[ub] Universidade de Brasília
Habilidoso|Machado de Assis	Habilidoso	Machado de Assis	.pdf	86,80              KB	4.024	[fs] Universidade Federal de Santa Catarina - UFSC
Hanna|Rilvan Batista de Santana	Hanna	Rilvan Batista de Santana	.pdf	245,08              KB	533	[ea] Edição do Autor
Hebréia|Antônio Frederico de Castro Alves	Hebréia	Antônio Frederico de Castro Alves	.pdf	45,50              KB	1.125	[wk] Wikipédia, a enciclopédia livre
Helena|Machado de Assis	Helena	Machado de Assis	.pdf	307,00              KB	15.023	[ua] Universidade da Amazônia - UNAMA
Helena|Machado de Assis	Helena	Machado de Assis	.pdf	472,83              KB	56.147	[bn] Fundação Biblioteca Nacional
Helena|Machado de Assis	Helena	Machado de Assis	.pdf	694,87              KB	31.369	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Henriqueta Renan|Machado de Assis	Henriqueta Renan	Machado de Assis	.pdf	84,39              KB	4.241	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Herói à Força|Artur Azevedo	Herói à Força	Artur Azevedo	.pdf	111,61              KB	783	[ua] Universidade da Amazônia - UNAMA
Herói à Força|Artur Azevedo	Herói à Força	Artur Azevedo	.pdf	252,35              KB	2.109	[bi] Biblioteca Virtual de Literatura
Hino ao sono|Antônio Frederico de Castro Alves	Hino ao sono	Antônio Frederico de Castro Alves	.pdf	34,75              KB	1.606	[wk] Wikipédia, a enciclopédia livre
História Vulgar|Artur Azevedo	História Vulgar	Artur Azevedo	.pdf	59,79              KB	1.916	[bi] Biblioteca Virtual de Literatura
História comum|Machado de Assis	História comum	Machado de Assis	.pdf	65,26              KB	5.464	[fs] Universidade Federal de Santa Catarina - UFSC
História da Conjuração Mineira|Joaquim Norberto de Souza e Silva	História da Conjuração Mineira	Joaquim Norberto de Souza e Silva	.pdf	597,33              KB	4.083	[bn] Fundação Biblioteca Nacional
História da Literatura Brasileira|José Veríssimo Dias de Matos	História da Literatura Brasileira	José Veríssimo Dias de Matos	.pdf	1,38              MB	18.111	[bn] Fundação Biblioteca Nacional
História da Literatura Brasileira: Fatores da Literatura Brasileira|Sílvio Romero	História da Literatura Brasileira: Fatores da Literatura Brasileira	Sílvio Romero	.pdf	1,21              MB	32.596	[bn] Fundação Biblioteca Nacional
História da Província de Santa Cruz|Pero de Magalhães Gândavo	História da Província de Santa Cruz	Pero de Magalhães Gândavo	.pdf	122,07              KB	2.487	[ua] Universidade da Amazônia - UNAMA
História da Província de Santa Cruz, A que Vulgarmente Chamamos Brasil|Pero de Magalhães Gândavo	História da Província de Santa Cruz, A que Vulgarmente Chamamos Brasil	Pero de Magalhães Gândavo	.pdf	226,30              KB	5.515	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
História da literatura portuguesa (recapitulação): Idade média|Teófilo Braga	História da literatura portuguesa (recapitulação): Idade média	Teófilo Braga	.pdf	8,90              MB	1.503	[ub] Universidade de Brasília
História da literatura portuguesa: teatro clássico no século XVI e XVII|Teófilo Braga	História da literatura portuguesa: teatro clássico no século XVI e XVII	Teófilo Braga	.pdf	1,22              MB	951	[ub] Universidade de Brasília
História de Quinze Dias|Machado de Assis	História de Quinze Dias	Machado de Assis	.pdf	119,60              KB	4.599	[ua] Universidade da Amazônia - UNAMA
História de Quinze Dias|Machado de Assis	História de Quinze Dias	Machado de Assis	.pdf	238,37              KB	4.263	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
História de um Dominó|Artur Azevedo	História de um Dominó	Artur Azevedo	.pdf	41,77              KB	1.981	[bi] Biblioteca Virtual de Literatura
História de um Soneto|Artur Azevedo	História de um Soneto	Artur Azevedo	.pdf	70,78              KB	1.893	[bi] Biblioteca Virtual de Literatura
História de um crime|Antônio Frederico de Castro Alves	História de um crime	Antônio Frederico de Castro Alves	.pdf	35,37              KB	1.472	[wk] Wikipédia, a enciclopédia livre
História de uma lágrima|Machado de Assis	História de uma lágrima	Machado de Assis	.pdf	90,89              KB	8.645	[fs] Universidade Federal de Santa Catarina - UFSC
História do Futuro, Vol. I|Pe. Antônio Vieira	História do Futuro, Vol. I	Pe. Antônio Vieira	.pdf	313,13              KB	7.285	[ua] Universidade da Amazônia - UNAMA
História do Futuro, Vol. II|Pe. Antônio Vieira	História do Futuro, Vol. II	Pe. Antônio Vieira	.pdf	272,77              KB	4.432	[ua] Universidade da Amazônia - UNAMA
História do compadre rico e do compadre pobre|Adolfo Coelho	História do compadre rico e do compadre pobre	Adolfo Coelho	.pdf	37,41              KB	1.177	[wk] Wikipédia, a enciclopédia livre
História do teatro português: teatro moderno|Teófilo Braga	História do teatro português: teatro moderno	Teófilo Braga	.pdf	20,59              MB	1.018	[ub] Universidade de Brasília
História do teatro português: teatro nacional no século VI|Teófilo Braga	História do teatro português: teatro nacional no século VI	Teófilo Braga	.pdf	20,89              MB	761	[ub] Universidade de Brasília
Histórias da Meia-Noite|Machado de Assis	Histórias da Meia-Noite	Machado de Assis	.pdf	422,24              KB	22.277	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Histórias e Sonhos|Afonso Henriques de Lima Barreto	Histórias e Sonhos	Afonso Henriques de Lima Barreto	.pdf	1,13              MB	4.101	[ua] Universidade da Amazônia - UNAMA
Histórias e Sonhos|Afonso Henriques de Lima Barreto	Histórias e Sonhos	Afonso Henriques de Lima Barreto	.pdf	544,03              KB	5.044	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Histórias e Tradições da Província de Minas Gerais|Bernardo Guimarães	Histórias e Tradições da Província de Minas Gerais	Bernardo Guimarães	.pdf	1,15              MB	5.447	[bn] Fundação Biblioteca Nacional
Histórias sem Data|Machado de Assis	Histórias sem Data	Machado de Assis	.pdf	540,69              KB	6.690	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Histórias sem Data|Machado de Assis	Histórias sem Data	Machado de Assis	.pdf	65,72              KB	3.071	[ua] Universidade da Amazônia - UNAMA
Hoje|Auta de Sousa	Hoje	Auta de Sousa	.pdf	33,78              KB	613	[wk] Wikipédia, a enciclopédia livre
Hoje Avental, amanhã Luva|Machado de Assis	Hoje Avental, amanhã Luva	Machado de Assis	.pdf	134,86              KB	6.542	[fs] Universidade Federal de Santa Catarina - UFSC
Hoje de manhã saí muito cedo|Alberto Caeiro	Hoje de manhã saí muito cedo	Alberto Caeiro	.pdf	32,84              KB	705	[wk] Wikipédia, a enciclopédia livre
Hoje sou um; e amanhã outro|Qorpo Santo	Hoje sou um; e amanhã outro	Qorpo Santo	.pdf	105,44              KB	5.400	[bi] Biblioteca Virtual de Literatura
Hontem pos-se a sol|Bernardim Ribeiro	Hontem pos-se a sol	Bernardim Ribeiro	.pdf	32,37              KB	582	[wk] Wikipédia, a enciclopédia livre
Hora de Paz|Auta de Sousa	Hora de Paz	Auta de Sousa	.pdf	29,92              KB	858	[wk] Wikipédia, a enciclopédia livre
Horas tristes|Casimiro de Abreu	Horas tristes	Casimiro de Abreu	.pdf	37,11              KB	1.315	[wk] Wikipédia, a enciclopédia livre
Hospital das letras|Francisco Manoel de Melo	Hospital das letras	Francisco Manoel de Melo	.pdf	926,17              KB	707	[me] Ministério da Educação
Há metafísica bastante em não pensar em nada|Alberto Caeiro	Há metafísica bastante em não pensar em nada	Alberto Caeiro	.pdf	39,25              KB	966	[wk] Wikipédia, a enciclopédia livre
Há poetas que são artistas|Alberto Caeiro	Há poetas que são artistas	Alberto Caeiro	.pdf	34,58              KB	889	[wk] Wikipédia, a enciclopédia livre
Hóspede|Pardal Mallet	Hóspede	Pardal Mallet	.pdf	312,43              KB	937	[bi] Biblioteca Virtual de Literatura
Iaiá Garcia|Machado de Assis	Iaiá Garcia	Machado de Assis	.pdf	666,01              KB	9.563	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Iaiá Garcia|Machado de Assis	Iaiá Garcia	Machado de Assis	.pdf	306,55              KB	5.915	[ua] Universidade da Amazônia - UNAMA
Identidade|Machado de Assis	Identidade	Machado de Assis	.pdf	89,65              KB	5.450	[fs] Universidade Federal de Santa Catarina - UFSC
Identidades, poderes e saberes em um programa popular da televisão brasileira: uma abordagem discursiva|Carlos Renato Lopes	Identidades, poderes e saberes em um programa popular da televisão brasileira: uma abordagem discursiva	Carlos Renato Lopes	.pdf	739,08              KB	490	[ea] Edição do Autor
