original_id	work_title	work_authors	file_format	file_size	number_of_access	original_source
Outro soneto ao França|Manuel Maria de Barbosa du Bocage	Outro soneto ao França	Manuel Maria de Barbosa du Bocage	.pdf	40,81              KB	956	[wk] Wikipédia, a enciclopédia livre
PAULO|Bruno Seabra	PAULO	Bruno Seabra	.pdf	184,67              KB	1.508	[bi] Biblioteca Virtual de Literatura
Paai Rengel e outros dous romeus|Afonso Eanes de Coton	Paai Rengel e outros dous romeus	Afonso Eanes de Coton	.pdf	35,83              KB	613	[wk] Wikipédia, a enciclopédia livre
Paga ou Morre!|Artur Azevedo	Paga ou Morre!	Artur Azevedo	.pdf	41,53              KB	2.158	[bi] Biblioteca Virtual de Literatura
Pai Contra Mãe|Machado de Assis	Pai Contra Mãe	Machado de Assis	.pdf	77,37              KB	76.215	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Paisagens brasileiras|Visconde de Taunay	Paisagens brasileiras	Visconde de Taunay	.pdf	9,50              MB	1.589	[ub] Universidade de Brasília
Palavras Tristes|Auta de Sousa	Palavras Tristes	Auta de Sousa	.pdf	45,47              KB	517	[wk] Wikipédia, a enciclopédia livre
Palavras a alguém|Casimiro de Abreu	Palavras a alguém	Casimiro de Abreu	.pdf	34,55              KB	1.096	[wk] Wikipédia, a enciclopédia livre
Palavras no mar|Casimiro de Abreu	Palavras no mar	Casimiro de Abreu	.pdf	33,33              KB	1.016	[wk] Wikipédia, a enciclopédia livre
Pan-americano|Artur Azevedo	Pan-americano	Artur Azevedo	.pdf	51,58              KB	1.566	[bi] Biblioteca Virtual de Literatura
Panóplias|Olavo Bilac	Panóplias	Olavo Bilac	.pdf	361,45              KB	2.188	[ua] Universidade da Amazônia - UNAMA
Panóplias|Olavo Bilac	Panóplias	Olavo Bilac	.pdf	90,31              KB	3.997	[bi] Biblioteca Virtual de Literatura
Papéis Avulsos|Machado de Assis	Papéis Avulsos	Machado de Assis	.pdf	579,25              KB	36.054	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Papéis Avulsos|Machado de Assis	Papéis Avulsos	Machado de Assis	.pdf	300,92              KB	16.795	[ua] Universidade da Amazônia - UNAMA
Papéis Velhos|Machado de Assis	Papéis Velhos	Machado de Assis	.pdf	69,96              KB	4.973	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Para além da curva da estrada|Alberto Caeiro	Para além da curva da estrada	Alberto Caeiro	.pdf	32,78              KB	736	[wk] Wikipédia, a enciclopédia livre
Para defender a pátria|Frei Caneca	Para defender a pátria	Frei Caneca	.pdf	48,26              KB	620	[ws] Wikisource
Para não dizer, que não falei em flores|Marco Ramos	Para não dizer, que não falei em flores	Marco Ramos	.pdf	1,27              MB	1.025	[ea] Edição do Autor
Paranóia delirante|Roberto Wagner Magalhães	Paranóia delirante	Roberto Wagner Magalhães	.pdf	485,06              KB	463	[ea] Edição do Autor
Parecer de Concurso Literário|Emílio de Meneses	Parecer de Concurso Literário	Emílio de Meneses	.pdf	65,38              KB	617	[fs] Universidade Federal de Santa Catarina - UFSC
Pareceres de Machado de Assis|Machado de Assis	Pareceres de Machado de Assis	Machado de Assis	.pdf	41,69              KB	6.319	[bn] Fundação Biblioteca Nacional
Passa uma borboleta por diante de mim|Alberto Caeiro	Passa uma borboleta por diante de mim	Alberto Caeiro	.pdf	31,09              KB	633	[wk] Wikipédia, a enciclopédia livre
Passei toda a noite|Alberto Caeiro	Passei toda a noite	Alberto Caeiro	.pdf	32,53              KB	559	[wk] Wikipédia, a enciclopédia livre
Passou a diligência pela estrada, e foi-se|Alberto Caeiro	Passou a diligência pela estrada, e foi-se	Alberto Caeiro	.pdf	32,37              KB	469	[wk] Wikipédia, a enciclopédia livre
Pastor do monte, tão longe de mim com as tuas ovelhas|Alberto Caeiro	Pastor do monte, tão longe de mim com as tuas ovelhas	Alberto Caeiro	.pdf	33,21              KB	524	[wk] Wikipédia, a enciclopédia livre
Patkull|Antônio Gonçalves Dias	Patkull	Antônio Gonçalves Dias	.pdf	263,34              KB	3.583	[bn] Fundação Biblioteca Nacional
Patriota? Não: só português|Alberto Caeiro	Patriota? Não: só português	Alberto Caeiro	.pdf	31,10              KB	587	[wk] Wikipédia, a enciclopédia livre
Paulino e Roberto|Artur Azevedo	Paulino e Roberto	Artur Azevedo	.pdf	60,58              KB	1.581	[bi] Biblioteca Virtual de Literatura
Pedro Gobá|José Ezequiel Freire	Pedro Gobá	José Ezequiel Freire	.pdf	39,98              KB	597	[ua] Universidade da Amazônia - UNAMA
Pedro Gobá|José Ezequiel Freire	Pedro Gobá	José Ezequiel Freire	.pdf	130,48              KB	871	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Pegadas urbanas: Novo Hamburgo como palco do flâneur|Jeferson Francisco Selbach	Pegadas urbanas: Novo Hamburgo como palco do flâneur	Jeferson Francisco Selbach	.pdf	468,35              KB	1.192	[ea] Edição do Autor
Pelo passado|Auta de Sousa	Pelo passado	Auta de Sousa	.pdf	35,09              KB	477	[wk] Wikipédia, a enciclopédia livre
Pennas de Garça|Auta de Sousa	Pennas de Garça	Auta de Sousa	.pdf	43,22              KB	446	[wk] Wikipédia, a enciclopédia livre
Pensar em Deus é desobedecer a Deus|Alberto Caeiro	Pensar em Deus é desobedecer a Deus	Alberto Caeiro	.pdf	32,19              KB	634	[wk] Wikipédia, a enciclopédia livre
Pepita|Casimiro de Abreu	Pepita	Casimiro de Abreu	.pdf	53,72              KB	977	[wk] Wikipédia, a enciclopédia livre
Pequetita|Artur Azevedo	Pequetita	Artur Azevedo	.pdf	39,12              KB	1.196	[bi] Biblioteca Virtual de Literatura
Pera veer meu amigo|Dom Dinis	Pera veer meu amigo	Dom Dinis	.pdf	39,55              KB	413	[wk] Wikipédia, a enciclopédia livre
Perdão!|Casimiro de Abreu	Perdão!	Casimiro de Abreu	.pdf	36,35              KB	995	[wk] Wikipédia, a enciclopédia livre
Perfumes e amor|Casimiro de Abreu	Perfumes e amor	Casimiro de Abreu	.pdf	34,53              KB	789	[wk] Wikipédia, a enciclopédia livre
Pero eu dizer quisesse|Dom Dinis	Pero eu dizer quisesse	Dom Dinis	.pdf	39,72              KB	424	[wk] Wikipédia, a enciclopédia livre
Pero que eu mui long' estou|Dom Dinis	Pero que eu mui long' estou	Dom Dinis	.pdf	40,33              KB	440	[wk] Wikipédia, a enciclopédia livre
Peru versus Bolívia|Euclides da Cunha	Peru versus Bolívia	Euclides da Cunha	.pdf	357,10              KB	3.163	[bn] Fundação Biblioteca Nacional
Peru versus Bolívia|Euclides da Cunha	Peru versus Bolívia	Euclides da Cunha	.pdf	244,78              KB	1.932	[ua] Universidade da Amazônia - UNAMA
Peru versus Bolívia|Euclides da Cunha	Peru versus Bolívia	Euclides da Cunha	.pdf	577,83              KB	2.139	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Pesar mi fez meu amigo|Dom Dinis	Pesar mi fez meu amigo	Dom Dinis	.pdf	41,03              KB	412	[wk] Wikipédia, a enciclopédia livre
Pesquisa sem frescura|Jeferson Francisco Selbach	Pesquisa sem frescura	Jeferson Francisco Selbach	.pdf	102,80              KB	1.103	[ea] Edição do Autor
Piedade Filial|Artur Azevedo	Piedade Filial	Artur Azevedo	.pdf	39,60              KB	1.011	[bi] Biblioteca Virtual de Literatura
Pobre Cardeal!|Machado de Assis	Pobre Cardeal!	Machado de Assis	.pdf	84,45              KB	3.950	[fs] Universidade Federal de Santa Catarina - UFSC
Pobre Finoca|Machado de Assis	Pobre Finoca	Machado de Assis	.pdf	96,03              KB	3.897	[fs] Universidade Federal de Santa Catarina - UFSC
Pobre flor!|Auta de Sousa	Pobre flor!	Auta de Sousa	.pdf	33,34              KB	501	[wk] Wikipédia, a enciclopédia livre
Pobres Liberais!|Artur Azevedo	Pobres Liberais!	Artur Azevedo	.pdf	62,24              KB	1.838	[bi] Biblioteca Virtual de Literatura
Pobres das flores dos canteiros dos jardins regulares|Alberto Caeiro	Pobres das flores dos canteiros dos jardins regulares	Alberto Caeiro	.pdf	31,25              KB	487	[wk] Wikipédia, a enciclopédia livre
Poema da Virgem|Pe. José de Anchieta	Poema da Virgem	Pe. José de Anchieta	.pdf	37,97              KB	7.602	[ua] Universidade da Amazônia - UNAMA
Poema da mocidades seguido de Anjo do lar|M. Pinheiro Chagas	Poema da mocidades seguido de Anjo do lar	M. Pinheiro Chagas	.pdf	10,91              MB	604	[ub] Universidade de Brasília
Poema dos Feitos de Mem de Sá|Pe. José de Anchieta	Poema dos Feitos de Mem de Sá	Pe. José de Anchieta	.pdf	295,94              KB	4.089	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Poemas|Alphonsus de Guimarães	Poemas	Alphonsus de Guimarães	.pdf	148,16              KB	6.710	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Poemas|Alphonsus de Guimarães	Poemas	Alphonsus de Guimarães	.pdf	33,60              KB	4.008	[ua] Universidade da Amazônia - UNAMA
Poemas|Cláudio Manuel da Costa (Glauceste Satúrnio)	Poemas	Cláudio Manuel da Costa (Glauceste Satúrnio)	.pdf	242,20              KB	5.178	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Poemas|Luís Nicolau Fagundes Varela	Poemas	Luís Nicolau Fagundes Varela	.pdf	187,47              KB	3.966	[ua] Universidade da Amazônia - UNAMA
Poemas|Safo	Poemas	Safo	.pdf	40,31              KB	21.983	[ph] Phoenix-Library
Poemas|Cláudio Manuel da Costa (Glauceste Satúrnio)	Poemas	Cláudio Manuel da Costa (Glauceste Satúrnio)	.pdf	162,11              KB	2.020	[ua] Universidade da Amazônia - UNAMA
Poemas Escolhidos|Cláudio Manuel da Costa (Glauceste Satúrnio)	Poemas Escolhidos	Cláudio Manuel da Costa (Glauceste Satúrnio)	.pdf	287,50              KB	9.889	[bn] Fundação Biblioteca Nacional
Poemas Humorísticos e Irônicos|João da Cruz e Sousa	Poemas Humorísticos e Irônicos	João da Cruz e Sousa	.pdf	165,22              KB	11.335	[bn] Fundação Biblioteca Nacional
Poemas Inconjuntos|Fernando Pessoa	Poemas Inconjuntos	Fernando Pessoa	.pdf	97,87              KB	81.685	[pe] Pessoa Revisitado
Poemas Irônicos, Venenosos e Sarcásticos|Manuel Antônio Álvares de Azevedo	Poemas Irônicos, Venenosos e Sarcásticos	Manuel Antônio Álvares de Azevedo	.pdf	135,33              KB	4.504	[ua] Universidade da Amazônia - UNAMA
Poemas Irônicos, Venenosos e Sarcásticos|Manuel Antônio Álvares de Azevedo	Poemas Irônicos, Venenosos e Sarcásticos	Manuel Antônio Álvares de Azevedo	.pdf	235,16              KB	22.611	[bn] Fundação Biblioteca Nacional
Poemas Malditos|Manuel Antônio Álvares de Azevedo	Poemas Malditos	Manuel Antônio Álvares de Azevedo	.pdf	162,23              KB	4.525	[ua] Universidade da Amazônia - UNAMA
Poemas Malditos|Manuel Antônio Álvares de Azevedo	Poemas Malditos	Manuel Antônio Álvares de Azevedo	.pdf	1,05              MB	11.409	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Poemas Selecionados|Florbela Espanca	Poemas Selecionados	Florbela Espanca	.pdf	585,46              KB	66.730	[ph] Phoenix-Library
Poemas Traduzidos|Fernando Pessoa	Poemas Traduzidos	Fernando Pessoa	.pdf	92,82              KB	104.301	[jp] Jornal de Poesia
Poemas da Morte|Emílio de Meneses	Poemas da Morte	Emílio de Meneses	.pdf	95,91              KB	1.865	[fs] Universidade Federal de Santa Catarina - UFSC
Poemas de Fagundes Varela|Luís Nicolau Fagundes Varela	Poemas de Fagundes Varela	Luís Nicolau Fagundes Varela	.pdf	249,99              KB	7.799	[bn] Fundação Biblioteca Nacional
Poemas de Fernando Pessoa|Fernando Pessoa	Poemas de Fernando Pessoa	Fernando Pessoa	.pdf	184,49              KB	574.083	[jp] Jornal de Poesia
Poemas de Raul de Leoni|Raul de Leoni	Poemas de Raul de Leoni	Raul de Leoni	.pdf	0,00              KB	4.028	[bn] Fundação Biblioteca Nacional
Poemas de Ricardo Reis|Fernando Pessoa	Poemas de Ricardo Reis	Fernando Pessoa	.pdf	188,66              KB	57.719	[jp] Jornal de Poesia
Poemas de Ricardo Reis|Fernando Pessoa	Poemas de Ricardo Reis	Fernando Pessoa	.pdf	113,47              KB	60.085	[pe] Pessoa Revisitado
Poemas de Álvaro de Campos|Fernando Pessoa	Poemas de Álvaro de Campos	Fernando Pessoa	.pdf	133,10              KB	81.796	[jp] Jornal de Poesia
Poemas de Álvaro de Campos|Fernando Pessoa	Poemas de Álvaro de Campos	Fernando Pessoa	.pdf	434,94              KB	67.493	[jp] Jornal de Poesia
Poemas de Álvaro de Campos|Fernando Pessoa	Poemas de Álvaro de Campos	Fernando Pessoa	.pdf	200,66              KB	61.018	[pe] Pessoa Revisitado
Poemas em Inglês|Fernando Pessoa	Poemas em Inglês	Fernando Pessoa	.pdf	177,65              KB	73.002	[pe] Pessoa Revisitado
Poesia Litigiosa|Antônio Frederico de Castro Alves	Poesia Litigiosa	Antônio Frederico de Castro Alves	.pdf	37,18              KB	3.289	[jp] Jornal de Poesia
Poesia Satírica e Versos de Circunstância|Emílio de Meneses	Poesia Satírica e Versos de Circunstância	Emílio de Meneses	.pdf	141,12              KB	1.623	[fs] Universidade Federal de Santa Catarina - UFSC
Poesia e amor|Casimiro de Abreu	Poesia e amor	Casimiro de Abreu	.pdf	35,53              KB	1.836	[wk] Wikipédia, a enciclopédia livre
Poesias|Luís Delfino dos Santos	Poesias	Luís Delfino dos Santos	.pdf	365,49              KB	707	[vo] Colaboração Voluntária
Poesias|Manuel Maria de Barbosa du Bocage	Poesias	Manuel Maria de Barbosa du Bocage	.pdf	22,04              MB	3.156	[ub] Universidade de Brasília
Poesias|Francisca Julia da Silva	Poesias	Francisca Julia da Silva	.pdf	345,41              KB	1.000	[vo] Colaboração Voluntária
Poesias|Júlio Dinis	Poesias	Júlio Dinis	.pdf	680,63              KB	2.206	[me] Ministério da Educação
Poesias Colegiais|Antônio Frederico de Castro Alves	Poesias Colegiais	Antônio Frederico de Castro Alves	.pdf	59,03              KB	5.339	[jp] Jornal de Poesia
Poesias Coligidas|Antônio Frederico de Castro Alves	Poesias Coligidas	Antônio Frederico de Castro Alves	.pdf	30,91              KB	3.018	[ua] Universidade da Amazônia - UNAMA
Poesias Coligidas|Antônio Frederico de Castro Alves	Poesias Coligidas	Antônio Frederico de Castro Alves	.pdf	124,12              KB	3.655	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Poesias Completas|Laurindo José da Silva Rabelo	Poesias Completas	Laurindo José da Silva Rabelo	.pdf	464,38              KB	4.112	[bn] Fundação Biblioteca Nacional
Poesias Escolhidas|José Cândido de Lacerda Coutinho	Poesias Escolhidas	José Cândido de Lacerda Coutinho	.pdf	0,00              KB	1.758	[bn] Fundação Biblioteca Nacional
Poesias Inéditas|Fernando Pessoa	Poesias Inéditas	Fernando Pessoa	.pdf	185,23              KB	217.398	[jp] Jornal de Poesia
Poesias Manuscritas|Cláudio Manuel da Costa (Glauceste Satúrnio)	Poesias Manuscritas	Cláudio Manuel da Costa (Glauceste Satúrnio)	.pdf	184,83              KB	2.644	[fs] Universidade Federal de Santa Catarina - UFSC
Poesias dispersas|Machado de Assis	Poesias dispersas	Machado de Assis	.pdf	188,46              KB	8.991	[fs] Universidade Federal de Santa Catarina - UFSC
Poetas devem jogar poemas no lixo|Nelson Lima	Poetas devem jogar poemas no lixo	Nelson Lima	.pdf	273,28              KB	651	[ea] Edição do Autor
Pois ante vós estou aqui|Dom Dinis	Pois ante vós estou aqui	Dom Dinis	.pdf	40,54              KB	418	[wk] Wikipédia, a enciclopédia livre
Pois mia ventura tal é ja|Dom Dinis	Pois mia ventura tal é ja	Dom Dinis	.pdf	41,41              KB	399	[wk] Wikipédia, a enciclopédia livre
Pois não é?!|Casimiro de Abreu	Pois não é?!	Casimiro de Abreu	.pdf	35,14              KB	521	[wk] Wikipédia, a enciclopédia livre
Pois que diz meu amigo|Dom Dinis	Pois que diz meu amigo	Dom Dinis	.pdf	39,38              KB	406	[wk] Wikipédia, a enciclopédia livre
Pois que vos Deus fez, mia senhor|Dom Dinis	Pois que vos Deus fez, mia senhor	Dom Dinis	.pdf	42,19              KB	399	[wk] Wikipédia, a enciclopédia livre
Pois que vos Deus, amigo, quer guisar|Dom Dinis	Pois que vos Deus, amigo, quer guisar	Dom Dinis	.pdf	41,18              KB	433	[wk] Wikipédia, a enciclopédia livre
Polêmicas e reflexões|Machado de Assis	Polêmicas e reflexões	Machado de Assis	.pdf	294,77              KB	4.929	[fs] Universidade Federal de Santa Catarina - UFSC
Pombos mensageiros|Auta de Sousa	Pombos mensageiros	Auta de Sousa	.pdf	37,42              KB	532	[wk] Wikipédia, a enciclopédia livre
Ponto de Vista|Machado de Assis	Ponto de Vista	Machado de Assis	.pdf	103,56              KB	4.737	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Ponto de Vista|Machado de Assis	Ponto de Vista	Machado de Assis	.pdf	51,65              KB	3.095	[ua] Universidade da Amazônia - UNAMA
Por Deus, amiga, pês-vos do gram mal|Dom Dinis	Por Deus, amiga, pês-vos do gram mal	Dom Dinis	.pdf	41,79              KB	405	[wk] Wikipédia, a enciclopédia livre
Por Deus, amigo, quen cuidaría|Dom Dinis	Por Deus, amigo, quen cuidaría	Dom Dinis	.pdf	43,41              KB	408	[wk] Wikipédia, a enciclopédia livre
Por Deus, punhade de veerdes meu|Dom Dinis	Por Deus, punhade de veerdes meu	Dom Dinis	.pdf	41,48              KB	403	[wk] Wikipédia, a enciclopédia livre
Porca elegia|Salomão Rovedo	Porca elegia	Salomão Rovedo	.pdf	211,04              KB	772	[ea] Edição do Autor
Possível e Impossível|Machado de Assis	Possível e Impossível	Machado de Assis	.pdf	132,55              KB	5.152	[fs] Universidade Federal de Santa Catarina - UFSC
Pouco a pouco o campo se alarga e se doura|Alberto Caeiro	Pouco a pouco o campo se alarga e se doura	Alberto Caeiro	.pdf	31,58              KB	579	[wk] Wikipédia, a enciclopédia livre
Pouco me importa|Alberto Caeiro	Pouco me importa	Alberto Caeiro	.pdf	32,66              KB	628	[wk] Wikipédia, a enciclopédia livre
Poverina|Artur Azevedo	Poverina	Artur Azevedo	.pdf	61,50              KB	901	[bi] Biblioteca Virtual de Literatura
Praz-m' a mi, senhor, de morrer|Dom Dinis	Praz-m' a mi, senhor, de morrer	Dom Dinis	.pdf	43,09              KB	405	[wk] Wikipédia, a enciclopédia livre
Preguntar-vos quero por Deus|Dom Dinis	Preguntar-vos quero por Deus	Dom Dinis	.pdf	41,61              KB	410	[wk] Wikipédia, a enciclopédia livre
Primas de Sapucaia|Machado de Assis	Primas de Sapucaia	Machado de Assis	.pdf	62,08              KB	4.839	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Primaveras|Casimiro de Abreu	Primaveras	Casimiro de Abreu	.pdf	35,74              KB	733	[wk] Wikipédia, a enciclopédia livre
Primeiras Trovas Burlescas|Luiz Gonzaga Pinto da Gama	Primeiras Trovas Burlescas	Luiz Gonzaga Pinto da Gama	.pdf	292,29              KB	2.528	[bn] Fundação Biblioteca Nacional
Primeiro Fausto|Fernando Pessoa	Primeiro Fausto	Fernando Pessoa	.pdf	125,91              KB	55.303	[pe] Pessoa Revisitado
Primeiro prenúncio de trovoada de depois de amanhã|Alberto Caeiro	Primeiro prenúncio de trovoada de depois de amanhã	Alberto Caeiro	.pdf	45,17              KB	464	[wk] Wikipédia, a enciclopédia livre
Primeiros Cantos|Antônio Gonçalves Dias	Primeiros Cantos	Antônio Gonçalves Dias	.pdf	188,73              KB	4.509	[ua] Universidade da Amazônia - UNAMA
Primeiros Cantos|Antônio Gonçalves Dias	Primeiros Cantos	Antônio Gonçalves Dias	.pdf	927,14              KB	5.034	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Produções Satíricas e Bocageanas de Bernardo de Guimarães|Bernardo Guimarães	Produções Satíricas e Bocageanas de Bernardo de Guimarães	Bernardo Guimarães	.pdf	105,03              KB	3.161	[bn] Fundação Biblioteca Nacional
Proençaes soen mui ben trobar|Dom Dinis	Proençaes soen mui ben trobar	Dom Dinis	.pdf	41,02              KB	466	[wk] Wikipédia, a enciclopédia livre
Profissão de fé|Olavo Bilac	Profissão de fé	Olavo Bilac	.pdf	43,66              KB	10.075	[bi] Biblioteca Virtual de Literatura
Prosa de Circunstância|Emílio de Meneses	Prosa de Circunstância	Emílio de Meneses	.pdf	537,04              KB	950	[fs] Universidade Federal de Santa Catarina - UFSC
Prosas Bárbaras|José Maria Eça de Queirós	Prosas Bárbaras	José Maria Eça de Queirós	.pdf	983,35              KB	4.796	[eq] Texto Integral das Obras de Eça de Queirós
Prosopopéia|Bento Teixeira	Prosopopéia	Bento Teixeira	.pdf	112,95              KB	919	[fs] Universidade Federal de Santa Catarina - UFSC
Prosopopéia|Bento Teixeira	Prosopopéia	Bento Teixeira	.pdf	64,61              KB	888	[ua] Universidade da Amazônia - UNAMA
Prosopopéia|Bento Teixeira	Prosopopéia	Bento Teixeira	.pdf	257,75              KB	2.821	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Prosopopéia|Bento Teixeira	Prosopopéia	Bento Teixeira	.pdf	106,05              KB	575	[wk] Wikipédia, a enciclopédia livre
Prosopopéia|Bento Teixeira	Prosopopéia	Bento Teixeira	.pdf	127,61              KB	3.463	[bn] Fundação Biblioteca Nacional
Prólogos Interessantíssimos|Vários Autores	Prólogos Interessantíssimos	Vários Autores	.pdf	161,44              KB	3.840	[bn] Fundação Biblioteca Nacional
Puelina|Artur Azevedo	Puelina	Artur Azevedo	.pdf	50,62              KB	1.507	[bi] Biblioteca Virtual de Literatura
Página azul|Auta de Sousa	Página azul	Auta de Sousa	.pdf	33,89              KB	510	[wk] Wikipédia, a enciclopédia livre
Página triste|Auta de Sousa	Página triste	Auta de Sousa	.pdf	34,56              KB	485	[wk] Wikipédia, a enciclopédia livre
Páginas Críticas e Comemorativas|Machado de Assis	Páginas Críticas e Comemorativas	Machado de Assis	.pdf	105,54              KB	4.195	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Páginas Recolhidas|Machado de Assis	Páginas Recolhidas	Machado de Assis	.pdf	419,06              KB	5.250	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Páginas Recolhidas|Machado de Assis	Páginas Recolhidas	Machado de Assis	.pdf	220,44              KB	3.237	[ua] Universidade da Amazônia - UNAMA
Pétala dobrada para trás da rosa|Alberto Caeiro	Pétala dobrada para trás da rosa	Alberto Caeiro	.pdf	32,50              KB	567	[wk] Wikipédia, a enciclopédia livre
Pílades e Orestes|Machado de Assis	Pílades e Orestes	Machado de Assis	.pdf	74,10              KB	4.994	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Qual dos dois|Machado de Assis	Qual dos dois	Machado de Assis	.pdf	228,29              KB	4.901	[fs] Universidade Federal de Santa Catarina - UFSC
Quand'eu ben meto femença|Dom Dinis	Quand'eu ben meto femença	Dom Dinis	.pdf	39,96              KB	401	[wk] Wikipédia, a enciclopédia livre
Quando a erva crescer em cima da minha sepultura|Alberto Caeiro	Quando a erva crescer em cima da minha sepultura	Alberto Caeiro	.pdf	40,14              KB	557	[wk] Wikipédia, a enciclopédia livre
Quando está frio no tempo do frio|Alberto Caeiro	Quando está frio no tempo do frio	Alberto Caeiro	.pdf	44,12              KB	493	[wk] Wikipédia, a enciclopédia livre
Quando eu morrer|Auta de Sousa	Quando eu morrer	Auta de Sousa	.pdf	34,16              KB	569	[wk] Wikipédia, a enciclopédia livre
Quando eu não te tinha|Alberto Caeiro	Quando eu não te tinha	Alberto Caeiro	.pdf	43,59              KB	799	[wk] Wikipédia, a enciclopédia livre
Quando tornar a vir a Primavera|Alberto Caeiro	Quando tornar a vir a Primavera	Alberto Caeiro	.pdf	40,07              KB	537	[wk] Wikipédia, a enciclopédia livre
Quando tu choras|Casimiro de Abreu	Quando tu choras	Casimiro de Abreu	.pdf	34,00              KB	556	[wk] Wikipédia, a enciclopédia livre
Quando vier a primavera|Alberto Caeiro	Quando vier a primavera	Alberto Caeiro	.pdf	42,64              KB	490	[wk] Wikipédia, a enciclopédia livre
Quando?!...|Casimiro de Abreu	Quando?!...	Casimiro de Abreu	.pdf	33,22              KB	611	[wk] Wikipédia, a enciclopédia livre
Quant'eu, fremosa mia senhor|Dom Dinis	Quant'eu, fremosa mia senhor	Dom Dinis	.pdf	41,82              KB	400	[wk] Wikipédia, a enciclopédia livre
Quant'há, senhor, que m'eu de vós parti|Dom Dinis	Quant'há, senhor, que m'eu de vós parti	Dom Dinis	.pdf	42,24              KB	410	[wk] Wikipédia, a enciclopédia livre
Quarta parte em Lisboa na Oficina de Miguel Deslandes, com todas as licenças e privilégio real|Pe. Antônio Vieira	Quarta parte em Lisboa na Oficina de Miguel Deslandes, com todas as licenças e privilégio real	Pe. Antônio Vieira	.pdf	74,60              KB	2.367	[fs] Universidade Federal de Santa Catarina - UFSC
Quarta parte, licenças e privilégio real|Pe. Antônio Vieira	Quarta parte, licenças e privilégio real	Pe. Antônio Vieira	.pdf	72,98              KB	1.751	[fs] Universidade Federal de Santa Catarina - UFSC
"Quase Ela deu o ""sim"", mas...|Afonso Henriques de Lima Barreto"	"Quase Ela deu o ""sim"", mas..."	Afonso Henriques de Lima Barreto	.pdf	226,08              KB	2.883	[ua] Universidade da Amazônia - UNAMA
Quase ministro|Machado de Assis	Quase ministro	Machado de Assis	.pdf	144,76              KB	5.226	[fs] Universidade Federal de Santa Catarina - UFSC
Quatro quartetos da amada cidade de São Luis|Salomão Rovedo	Quatro quartetos da amada cidade de São Luis	Salomão Rovedo	.pdf	241,05              KB	801	[ea] Edição do Autor
Que coita houvestes, madr'e senhor|Dom Dinis	Que coita houvestes, madr'e senhor	Dom Dinis	.pdf	42,65              KB	400	[wk] Wikipédia, a enciclopédia livre
Que estranho que m'é, senhor|Dom Dinis	Que estranho que m'é, senhor	Dom Dinis	.pdf	39,73              KB	426	[wk] Wikipédia, a enciclopédia livre
Que grave coita, senhor, é|Dom Dinis	Que grave coita, senhor, é	Dom Dinis	.pdf	42,55              KB	399	[wk] Wikipédia, a enciclopédia livre
Que mui gram prazer que eu hei, senhor|Dom Dinis	Que mui gram prazer que eu hei, senhor	Dom Dinis	.pdf	41,89              KB	442	[wk] Wikipédia, a enciclopédia livre
Que muit'há já que nom vejo|Dom Dinis	Que muit'há já que nom vejo	Dom Dinis	.pdf	41,26              KB	500	[wk] Wikipédia, a enciclopédia livre
Que razom cuidades vós, mia senhor|Dom Dinis	Que razom cuidades vós, mia senhor	Dom Dinis	.pdf	42,82              KB	404	[wk] Wikipédia, a enciclopédia livre
Que soidade de mia senhor hei|Dom Dinis	Que soidade de mia senhor hei	Dom Dinis	.pdf	42,22              KB	437	[wk] Wikipédia, a enciclopédia livre
Que trist'hoj'é meu amigo|Dom Dinis	Que trist'hoj'é meu amigo	Dom Dinis	.pdf	41,88              KB	408	[wk] Wikipédia, a enciclopédia livre
Queixumes|Casimiro de Abreu	Queixumes	Casimiro de Abreu	.pdf	35,03              KB	472	[wk] Wikipédia, a enciclopédia livre
Quem Boa Cama Faz...|Machado de Assis	Quem Boa Cama Faz...	Machado de Assis	.pdf	63,00              KB	5.957	[ua] Universidade da Amazônia - UNAMA
Quem Casa, Quer Casa|Luís Carlos Martins Pena	Quem Casa, Quer Casa	Luís Carlos Martins Pena	.pdf	58,29              KB	2.055	[ua] Universidade da Amazônia - UNAMA
Quem Casa, Quer Casa|Luís Carlos Martins Pena	Quem Casa, Quer Casa	Luís Carlos Martins Pena	.pdf	54,62              KB	6.569	[bn] Fundação Biblioteca Nacional
