original_id	work_title	work_authors	authors_lifetime	work_publication_year	work_category	file_format	notes	original_source
O Mistério da Estrada de Sintra|Eça de Queirós; Ramalho Ortigão	O Mistério da Estrada de Sintra	Eça de Queirós; Ramalho Ortigão	1845-1900	2013	Policial	EPUB e MOBI		Projecto Adamastor
Luiz de Camões marinheiro|Eça, Vicente de Almeida de	Luiz de Camões marinheiro	Eça, Vicente de Almeida de	1852-1929	1880	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Infante D. Henrique e a arte de navegar dos portuguezes|Eça, Vicente de Almeida de	O Infante D. Henrique e a arte de navegar dos portuguezes	Eça, Vicente de Almeida de	1852-1929	1894	Conferência	HTML, EPUB, MOBI e TXT		Project Gutenberg
Caráter|Emerson, Ralph Waldo	Caráter	Emerson, Ralph Waldo	1803-1882	1950	Filosofia	PDF	Fonte Original: eBooksBrasil	Portal Domínio Público
Fábulas de Esopo|Esopo	Fábulas de Esopo	Esopo	620-560 a.C.	2013	Fábulas	EPUB e PDF		Nativos Digitais Lêem +
Livro de Máguas|Espanca, Florbela	Livro de Máguas	Espanca, Florbela	1894-1930	1919	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Poemas Selecionados|Espanca, Florbela	Poemas Selecionados	Espanca, Florbela	1894-1930		Poesia	PDF	Fonte Original: Phoenix-Library	Portal Domínio Público
A Mensageira das Violetas|Espanca, Florbela	A Mensageira das Violetas	Espanca, Florbela	1894-1930	1999	Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Livro de Mágoas|Espanca, Florbela	Livro de Mágoas	Espanca, Florbela	1894-1930	1978	Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Charneca em flor|Espanca, Florbela	Charneca em flor	Espanca, Florbela	1894-1930		Poesia	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Livro de Sóror Saudade|Espanca, Florbela	Livro de Sóror Saudade	Espanca, Florbela	1894-1930		Poesia	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
O livro D'ele|Espanca, Florbela	O livro D'ele	Espanca, Florbela	1894-1930		Poesia	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Cartas e Diário|Espanca, Florbela	Cartas e Diário	Espanca, Florbela	1894-1930	1995	Cartas	PDF	Bertrand Editora	Biblioteca Digital do Alentejo
Poesia Completa|Espanca, Florbela	Poesia Completa	Espanca, Florbela	1894-1930	2002	Poesia	PDF	Publicações Dom Quixote, 1999	Biblioteca Digital do Alentejo
Charneca em Flor|Espanca, Florbela	Charneca em Flor	Espanca, Florbela	1894-1930	1931	Poesia	PDF		Biblioteca Digital do Alentejo
Livro de Máguas. Sóror Saudade|Espanca, Florbela	Livro de Máguas. Sóror Saudade	Espanca, Florbela	1894-1930	1931	Poesia	PDF		Biblioteca Digital do Alentejo
Diário do último ano|Espanca, Florbela	Diário do último ano	Espanca, Florbela	1894-1930	1982	Diário	PDF	Bertrand Editora	Biblioteca Digital do Alentejo
Juvenilia|Espanca, Florbela	Juvenilia	Espanca, Florbela	1894-1930	1931	Poesia	PDF		Biblioteca Digital do Alentejo
Contos Completos|Espanca, Florbela	Contos Completos	Espanca, Florbela	1894-1930	1995	Contos	PDF	Bertrand Editora	Biblioteca Digital do Alentejo
Livro de Soror Saudade|Espanca, Florbela	Livro de Soror Saudade	Espanca, Florbela	1894-1930	2013	Poesia	EPUB e MOBI		Projecto Adamastor
Charneca em Flor|Espanca, Florbela	Charneca em Flor	Espanca, Florbela	1894-1930	2013	Poesia	EPUB e MOBI		Projecto Adamastor
Memórias de um Lobo Mau|Fanha, José	Memórias de um Lobo Mau	Fanha, José	1951-	2014	Literatura Infanto-Juvenil	EPUB e PDF		Nativos Digitais Lêem +
Sol de Inverno|Feijó, António	Sol de Inverno	Feijó, António	1859-1917	1922	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Ilha dos Amores|Feijó, António	Ilha dos Amores	Feijó, António	1859-1917	1897	Poesia	PDF		Bibliotrónica Portuguesa
Algumas lições de psicologia e pedologia|Ferreira, A. Aurélio da Costa	Algumas lições de psicologia e pedologia	Ferreira, A. Aurélio da Costa	1879-1922	1920	Ensaio  Pedagogia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Trovas: Canções de Amor|Ferreira, António Florêncio	Trovas: Canções de Amor	Ferreira, António Florêncio	1848-1914	1906	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Presidente da República|Ferreira, Reinaldo	O Presidente da República	Ferreira, Reinaldo	1897?1935	1923	Novela	PDF		Bibliotrónica Portuguesa
Fanny: estudo|Feydeau, Ernest; Castelo Branco, Camilo	Fanny: estudo	Feydeau, Ernest; Castelo Branco, Camilo	1821-1873	1903	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memorias sobre a influencia dos descobrimentos portuguezes no conhecimento das plantas - Vol. I|Ficalho, Conde de	Memorias sobre a influencia dos descobrimentos portuguezes no conhecimento das plantas - Vol. I	Ficalho, Conde de	1837-1903	1878	História  Descobrimentos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Mais uma (Scenas de província)|Ficalho, Conde de	Mais uma (Scenas de província)	Ficalho, Conde de	1837-1903	1886	Contos	PDF		Biblioteca Digital do Alentejo
Uma eleição perdida|Ficalho, Conde de	Uma eleição perdida	Ficalho, Conde de	1837-1903	1982	Contos	PDF		Biblioteca Digital do Alentejo
Morte de Yaginadatta|Figueiredo, Cândido de	Morte de Yaginadatta	Figueiredo, Cândido de	1846-1925	1873	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Novo dicionário da língua portuguesa - Vol. I|Figueiredo, Cândido de	Novo dicionário da língua portuguesa - Vol. I	Figueiredo, Cândido de	1846-1925	1913	Linguística	HTML, EPUB, MOBI e TXT		Project Gutenberg
A penalidade na India segundo o Código de Manu|Figueiredo, Cândido de	A penalidade na India segundo o Código de Manu	Figueiredo, Cândido de	1846-1925	1892	Conferência	HTML, EPUB, MOBI e TXT		Project Gutenberg
Morte de Yaginadatta|Figueiredo, Cândido de	Morte de Yaginadatta	Figueiredo, Cândido de	1846-1925	1873	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Lisboa no Ano Três Mil|Figueiredo, Cândido de	Lisboa no Ano Três Mil	Figueiredo, Cândido de	1846-1925	2015	Romance	EPUB e MOBI		Projecto Adamastor
Santarenaida|Figueiredo, Francisco de Paula de	Santarenaida	Figueiredo, Francisco de Paula de	1768-1803	1792	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Um Tratado da Cozinha Portuguesa do Século XV|Filho, António Gomes	Um Tratado da Cozinha Portuguesa do Século XV	Filho, António Gomes			Culinária	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Lyra da Mocidade|Fonseca Junior, Faustino	Lyra da Mocidade	Fonseca Junior, Faustino		1892	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
O desastre de Lisboa em 1755|Fonseca, A. de Oliveira Cardoso	O desastre de Lisboa em 1755	Fonseca, A. de Oliveira Cardoso	1842-1917	1882	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os Bravos do Mindello|Fonseca, Faustino da	Os Bravos do Mindello	Fonseca, Faustino da	1871-1918	1906	Romance Histórico	HTML, EPUB, MOBI e TXT		Project Gutenberg
Relaçam dedicada A Serenissima Senhora Rainha da Gram Bretanha da Jornada que fes de Lixboa the Por-ts Mouth|Fonseca, Sebastião da	Relaçam dedicada A Serenissima Senhora Rainha da Gram Bretanha da Jornada que fes de Lixboa the Por-ts Mouth	Fonseca, Sebastião da		1662	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
13 Sonetos|Forte, Arnaldo	13 Sonetos	Forte, Arnaldo		1921	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memoria sobre as diversas salgas da sardinha|França, Clemente Ferreira	Memoria sobre as diversas salgas da sardinha	França, Clemente Ferreira	1774-1827	1804	Cultura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os Litteratos em Lisboa|Freitas, A. Ferreira de	Os Litteratos em Lisboa	Freitas, A. Ferreira de		1865	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Garatujas|Freitas, Joaquim de Melo	Garatujas	Freitas, Joaquim de Melo	1852-1923	1883	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Catálogo de Autores Brasileiros com a Obra em Domínio Público|Fundação Biblioteca Nacional	Catálogo de Autores Brasileiros com a Obra em Domínio Público	Fundação Biblioteca Nacional			Bibliografia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Catálogo de Publicações da Biblioteca Nacional|Fundação Biblioteca Nacional	Catálogo de Publicações da Biblioteca Nacional	Fundação Biblioteca Nacional			Catálogos	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
A architectura religiosa na Edade Média|Fuschini, Augusto	A architectura religiosa na Edade Média	Fuschini, Augusto	1843-1911	1904	Ensaio  Arte	HTML, EPUB, MOBI e TXT		Project Gutenberg
Chronica de el-rei D. Affonso Henriques|Galvão, Duarte	Chronica de el-rei D. Affonso Henriques	Galvão, Duarte	1445-1517	1906	Lendas	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Uraguai|Gama, José Basílio da	O Uraguai	Gama, José Basílio da	1741-1795		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Tractado da terra do Brasil no qual se contem a informação das cousas que ha nestas partes feito por P.º de Magalhaes|Gândavo, Pero de Magalhães	Tractado da terra do Brasil no qual se contem a informação das cousas que ha nestas partes feito por P.º de Magalhaes	Gândavo, Pero de Magalhães	1540-1579		Tratados	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Marquez de Pombal|Garcia, Emídio	O Marquez de Pombal	Garcia, Emídio	1838-1904	1869	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memorias de José Garibaldi - Vol. I|Garibaldi, Giuseppe	Memorias de José Garibaldi - Vol. I	Garibaldi, Giuseppe	1807-1882	1860	Autobiografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memorias de José Garibaldi - Vol.II|Garibaldi, Giuseppe	Memorias de José Garibaldi - Vol.II	Garibaldi, Giuseppe	1807-1882	1860	Autobiografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Frei Luiz de Sousa|Garrett, Almeida	Frei Luiz de Sousa	Garrett, Almeida	1799-1854	18--	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Miragaia|Garrett, Almeida	Miragaia	Garrett, Almeida	1799-1854	1844	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Viagens na Minha Terra|Garrett, Almeida	Viagens na Minha Terra	Garrett, Almeida	1799-1854	1846	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Viagens na Minha Terra (Volume I)|Garrett, Almeida	Viagens na Minha Terra (Volume I)	Garrett, Almeida	1799-1854	1846	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Viagens na Minha Terra (Volume II)|Garrett, Almeida	Viagens na Minha Terra (Volume II)	Garrett, Almeida	1799-1854	1846	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Viagens na Minha Terra|Garrett, Almeida	Viagens na Minha Terra	Garrett, Almeida	1799-1854		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Romanceiro|Garrett, Almeida	Romanceiro	Garrett, Almeida	1799-1854	2013	Poesia	EPUB		Nativos Digitais Lêem +
Folhas Caídas|Garrett, Almeida	Folhas Caídas	Garrett, Almeida	1799-1854	2013	Poesia	EPUB e MOBI		Projecto Adamastor
Frei Luís de Sousa|Garrett, Almeida	Frei Luís de Sousa	Garrett, Almeida	1799-1854	2016	Drama	EPUB e MOBI		Projecto Adamastor
Luar de Janeiro|Gil, Augusto	Luar de Janeiro	Gil, Augusto	1873-1929	1909	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Musa Cerula|Gil, Augusto	Musa Cerula	Gil, Augusto	1873-1929	1894	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Fausto|Goethe, Johann Wolfgang	Fausto	Goethe, Johann Wolfgang	1749-1832	1956	Drama	PDF	Fonte Original: eBooksBrasil	Portal Domínio Público
Nova Castro: tragedia|Gomes Júnior, João Baptista	Nova Castro: tragedia	Gomes Júnior, João Baptista	?-1803	1830	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memoria sobre a cultura, e productos da cana de assucar|Gomes, José Caetano	Memoria sobre a cultura, e productos da cana de assucar	Gomes, José Caetano		1800	Ciência  Botânica	HTML, EPUB, MOBI e TXT		Project Gutenberg
Centenario do Revolução de 1820|Gomes, Marques	Centenario do Revolução de 1820	Gomes, Marques	1853-1931	1920	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Casa Fechada|Gomes, Roberto	A Casa Fechada	Gomes, Roberto	1882-1922	1999	Drama	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Marilia de Dirceo|Gonzaga, Tomás António	Marilia de Dirceo	Gonzaga, Tomás António	1744-1810	1824	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Cartas Chilenas|Gonzaga, Tomás António	Cartas Chilenas	Gonzaga, Tomás António	1744-1810		Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Marília de Dirceu|Gonzaga, Tomás António	Marília de Dirceu	Gonzaga, Tomás António	1744-1810		Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Marília de Dirceu|Gonzaga, Tomás António	Marília de Dirceu	Gonzaga, Tomás António	1744-1810		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Cartas Chilenas|Gonzaga, Tomás António	Cartas Chilenas	Gonzaga, Tomás António	1744-1810		Poesia	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
A Morte Vence|Grave, João	A Morte Vence	Grave, João	1872-1934	1922	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Morta Romântica|Grave, João	A Morta Romântica	Grave, João	1872-1934	1924	Novela	PDF		Bibliotrónica Portuguesa
Perolas e Diamantes|Grimm, Jakob Ludwig Karl; Grimm, Wilhelm Karl	Perolas e Diamantes	Grimm, Jakob Ludwig Karl; Grimm, Wilhelm Karl	1785-1863	1908	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Contos de Grimm|Grimm, Jakob Ludwig Karl; Grimm, Wilhelm Karl	Contos de Grimm	Grimm, Jakob Ludwig Karl; Grimm, Wilhelm Karl	1785-1863	2013	Contos	EPUB		Nativos Digitais Lêem +
Pérolas e Diamantes  Contos Infantis|Grimm, Jakob Ludwig Karl; Grimm, Wilhelm Karl	Pérolas e Diamantes  Contos Infantis	Grimm, Jakob Ludwig Karl; Grimm, Wilhelm Karl	1785-1863	2013	Contos	EPUB e PDF		Nativos Digitais Lêem +
Itinerario da viagem, que fez a Jerusalem o M.R.P.|Guerreiro, Francisco	Itinerario da viagem, que fez a Jerusalem o M.R.P.	Guerreiro, Francisco	1528-1599	1734	Literatura de Viagem	HTML, EPUB, MOBI e TXT		Project Gutenberg
Folhas Soltas|Guimarães, Alberto Dias	Folhas Soltas	Guimarães, Alberto Dias		1894	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Escrava Isaura|Guimarães, Bernardo	A Escrava Isaura	Guimarães, Bernardo	1825-1884		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Escrava Isaura|Guimarães, Bernardo	A Escrava Isaura	Guimarães, Bernardo	1825-1884		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
A Dança dos Ossos|Guimarães, Bernardo	A Dança dos Ossos	Guimarães, Bernardo	1825-1884		Contos	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
A Orgia dos Duendes|Guimarães, Bernardo	A Orgia dos Duendes	Guimarães, Bernardo	1825-1884		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
O Seminarista|Guimarães, Bernardo	O Seminarista	Guimarães, Bernardo	1825-1884		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
O seminarista|Guimarães, Bernardo	O seminarista	Guimarães, Bernardo	1825-1884		Romance	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
A Escrava Isaura|Guimarães, Bernardo	A Escrava Isaura	Guimarães, Bernardo	1825-1884	2014	Romance	EPUB e MOBI		Projecto Adamastor
Theóphilo Braga e a lenda do Crisfal|Guimarães, Delfim	Theóphilo Braga e a lenda do Crisfal	Guimarães, Delfim	1872-1933	1909	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Crates Mallotes|Guliver, Roberto	Crates Mallotes	Guliver, Roberto		1800	Literatura Fantástica	HTML, EPUB, MOBI e TXT		Project Gutenberg
As Minas de Salomão|Haggard, Rider	As Minas de Salomão	Haggard, Rider	1856-1925	1891	Romance	HTML, EPUB, MOBI e TXT	Tradução de Eça de Queirós	Project Gutenberg
As Minas de Salomão|Haggard, Rider	As Minas de Salomão	Haggard, Rider	1856-1925	2013	Romance	EPUB		Nativos Digitais Lêem +
As Minas de Salomão|Haggard, Rider	As Minas de Salomão	Haggard, Rider	1856-1925	2014	Romance	EPUB e MOBI		Projecto Adamastor
A borboleta azul|Heck, Lenira Almeida	A borboleta azul	Heck, Lenira Almeida		2006	Literatura Infanto-Juvenil	PDF	Fonte Original: Editora Univates	Portal Domínio Público
O peixinho e o gato|Heck, Lenira Almeida	O peixinho e o gato	Heck, Lenira Almeida		2005	Literatura Infanto-Juvenil	PDF	Fonte Original: Editora Univates	Portal Domínio Público
No reino das letras felizes|Heck, Lenira Almeida	No reino das letras felizes	Heck, Lenira Almeida		2007	Literatura Infanto-Juvenil	PDF	Fonte Original: Editora Univates	Portal Domínio Público
O galo Tião e a dinda Raposa|Heck, Lenira Almeida	O galo Tião e a dinda Raposa	Heck, Lenira Almeida		2004	Literatura Infanto-Juvenil	PDF	Fonte Original: Editora Univates	Portal Domínio Público
O galo Tião e a vaca Malhada|Heck, Lenira Almeida	O galo Tião e a vaca Malhada	Heck, Lenira Almeida		2005	Literatura Infanto-Juvenil	PDF	Fonte Original: Editora Univates	Portal Domínio Público
O ratinho Rói-Rói|Heck, Lenira Almeida	O ratinho Rói-Rói	Heck, Lenira Almeida		2010	Literatura Infanto-Juvenil	PDF	Fonte Original: Editora Univates	Portal Domínio Público
O mistério do anel de pérola|Heck, Lenira Almeida	O mistério do anel de pérola	Heck, Lenira Almeida		2008	Literatura Infanto-Juvenil	PDF	Fonte Original: Editora Univates	Portal Domínio Público
As abelhas e as formigas|Heck, Lenira Almeida	As abelhas e as formigas	Heck, Lenira Almeida		2012	Literatura Infanto-Juvenil	PDF	Fonte Original: Editora Univates	Portal Domínio Público
Eurico o presbytero|Herculano, Alexandre	Eurico o presbytero	Herculano, Alexandre	1810-1877	1864	Romance Histórico	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Harpa do Crente|Herculano, Alexandre	A Harpa do Crente	Herculano, Alexandre	1810-1877	1838	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Lendas e Narrativas (Tomo I)|Herculano, Alexandre	Lendas e Narrativas (Tomo I)	Herculano, Alexandre	1810-1877	1858	Lendas	HTML, EPUB, MOBI e TXT		Project Gutenberg
Lendas e Narrativas (Tomo II)|Herculano, Alexandre	Lendas e Narrativas (Tomo II)	Herculano, Alexandre	1810-1877	1858	Lendas	HTML, EPUB, MOBI e TXT		Project Gutenberg
Opúsculos - Tomo I|Herculano, Alexandre	Opúsculos - Tomo I	Herculano, Alexandre	1810-1877	1873	Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Opúsculos - Tomo II|Herculano, Alexandre	Opúsculos - Tomo II	Herculano, Alexandre	1810-1877	1873	Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Opúsculos - Tomo III|Herculano, Alexandre	Opúsculos - Tomo III	Herculano, Alexandre	1810-1877	1876	Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Opúsculos - Tomo IV|Herculano, Alexandre	Opúsculos - Tomo IV	Herculano, Alexandre	1810-1877	1879	Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Opúsculos - Tomo V|Herculano, Alexandre	Opúsculos - Tomo V	Herculano, Alexandre	1810-1877	1886	Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Opúsculos - Tomo VI|Herculano, Alexandre	Opúsculos - Tomo VI	Herculano, Alexandre	1810-1877	1884	Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Opúsculos - Tomo VII|Herculano, Alexandre	Opúsculos - Tomo VII	Herculano, Alexandre	1810-1877	1898	Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Opúsculos - Tomo VIII|Herculano, Alexandre	Opúsculos - Tomo VIII	Herculano, Alexandre	1810-1877	1901	Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Opúsculos - Tomo IX|Herculano, Alexandre	Opúsculos - Tomo IX	Herculano, Alexandre	1810-1877	1909	Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Poesias|Herculano, Alexandre	Poesias	Herculano, Alexandre	1810-1877	1860	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Voz do Profeta|Herculano, Alexandre	A Voz do Profeta	Herculano, Alexandre	1810-1877	1836	Novela	PDF		Bibliotrónica Portuguesa
A Harpa do Crente|Herculano, Alexandre	A Harpa do Crente	Herculano, Alexandre	1810-1877		Poesia	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Arras por Foro de Espanha (1371-1372)|Herculano, Alexandre	Arras por Foro de Espanha (1371-1372)	Herculano, Alexandre	1810-1877		Novela	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
A Cruz Mutilada|Herculano, Alexandre	A Cruz Mutilada	Herculano, Alexandre	1810-1877		Poesia	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Eurico, o Presbítero|Herculano, Alexandre	Eurico, o Presbítero	Herculano, Alexandre	1810-1877		Romance Histórico	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
A Arrábida|Herculano, Alexandre	A Arrábida	Herculano, Alexandre	1810-1877		Poesia	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Eurico, o Presbítero|Herculano, Alexandre	Eurico, o Presbítero	Herculano, Alexandre	1810-1877	2013	Romance Histórico	EPUB e MOBI		Projecto Adamastor
Batracomiomaquia|Homero	Batracomiomaquia	Homero	séc. VIII a.C.	1835	Poesia	PDF		Bibliotrónica Portuguesa
Amor com amor se paga|Júnior, Joaquim José da França	Amor com amor se paga	Júnior, Joaquim José da França	1838-1890		Drama	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Amor com amor se paga|Júnior, Joaquim José da França	Amor com amor se paga	Júnior, Joaquim José da França	1838-1890	1980	Drama	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
O caso Traps: Presságio Funesto|Júnior, Rolando	O caso Traps: Presságio Funesto	Júnior, Rolando		1995	Policial	PDF	Fonte Original: Edição do Autor	Portal Domínio Público
Contos para a infância|Junqueiro, Guerra	Contos para a infância	Junqueiro, Guerra	1850-1923	1877	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Duas Paginas Dos Quatorze Annos|Junqueiro, Guerra	Duas Paginas Dos Quatorze Annos	Junqueiro, Guerra	1850-1923	1864	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Melro|Junqueiro, Guerra	O Melro	Junqueiro, Guerra	1850-1923	1879	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Pátria|Junqueiro, Guerra	Pátria	Junqueiro, Guerra	1850-1923	1915	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os Simples|Junqueiro, Guerra	Os Simples	Junqueiro, Guerra	1850-1923	1892	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Velhice do Padre Eterno|Junqueiro, Guerra	A Velhice do Padre Eterno	Junqueiro, Guerra	1850-1923	1885	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Poesias Dispersas|Junqueiro, Guerra	Poesias Dispersas	Junqueiro, Guerra	1850-1923	2014	Poesia	EPUB e MOBI		Projecto Adamastor
A Metamorfose|Kafka, Franz	A Metamorfose	Kafka, Franz	1883-1924		Novela	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
A Alegria da Revolução|Knab, Ken	A Alegria da Revolução	Knab, Ken	1945-		Ensaio  Política	PDF	Fonte Original: eBooksBrasil	Portal Domínio Público
Fábulas de La Fontaine|La Fontaine, Jean de	Fábulas de La Fontaine	La Fontaine, Jean de	1621-1695	2013	Fábulas	EPUB		Nativos Digitais Lêem +
Judas|Lacerda, Augusto de	Judas	Lacerda, Augusto de	1864-1926	1901	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
O leão Praxedes|Lage, Tarcisio	O leão Praxedes	Lage, Tarcisio		2009	Literatura Infanto-Juvenil	PDF	Fonte Original: Edição do Autor	Portal Domínio Público
Claridades do sul|Leal, Gomes	Claridades do sul	Leal, Gomes	1848-1921	1875	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Fome de Camões|Leal, Gomes	A Fome de Camões	Leal, Gomes	1848-1921	1880	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A morte do athleta|Leal, Gomes	A morte do athleta	Leal, Gomes	1848-1921	1883	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Renegado a António Rodrigues Sampaio|Leal, Gomes	O Renegado a António Rodrigues Sampaio	Leal, Gomes	1848-1921	1881	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Napoleão no Kremlin|Leal, José da Silva Mendes	Napoleão no Kremlin	Leal, José da Silva Mendes	1818-1886	1865	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os Primeiros Amores de Bocage|Leal, José da Silva Mendes	Os Primeiros Amores de Bocage	Leal, José da Silva Mendes	1818-1886	1865	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Notas darte|Lemos, António de	Notas darte	Lemos, António de	1864-1931	1906	Ensaio  Arte	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Livro de Elysa|Lemos, João de	O Livro de Elysa	Lemos, João de	1819-1890	1869	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Traviata|Leroy, Nicolau T.	A Traviata	Leroy, Nicolau T.		19--	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Alexandre Herculano|Lima, Jaime de Magalhães	Alexandre Herculano	Lima, Jaime de Magalhães	1859-1936	1910	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Cidades e Paisagens|Lima, Jaime de Magalhães	Cidades e Paisagens	Lima, Jaime de Magalhães	1859-1936	1880	Cartas	HTML, EPUB, MOBI e TXT		Project Gutenberg
O credito agricola em Portugal|Lima, Jaime de Magalhães	O credito agricola em Portugal	Lima, Jaime de Magalhães	1859-1936	1899	Conferência	HTML, EPUB, MOBI e TXT		Project Gutenberg
