original_id	work_title	work_authors	authors_lifetime	work_publication_year	work_category	file_format	notes	original_source
As Primaveras|Abreu, Casimiro de	As Primaveras	Abreu, Casimiro de	1839-1860		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Carolina|Abreu, Casimiro de	Carolina	Abreu, Casimiro de	1839-1860	1955	Contos	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Bases da Ortografia Portuguesa|Abreu, Guilherme de Vasconcelos; Viana, A. R. Gonçalves	Bases da Ortografia Portuguesa	Abreu, Guilherme de Vasconcelos; Viana, A. R. Gonçalves	1842-1907	1885	Linguística	HTML, EPUB, MOBI e TXT		Project Gutenberg
Capítulos de História Colonial (1500-1800)|Abreu, João Capistrano de	Capítulos de História Colonial (1500-1800)	Abreu, João Capistrano de			História	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
A Revolução Portugueza: O 31 de Janeiro|Abreu, Jorge de	A Revolução Portugueza: O 31 de Janeiro	Abreu, Jorge de	1878-1932	1912	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Revolução Portugueza: O 5 de Outubro|Abreu, Jorge de	A Revolução Portugueza: O 5 de Outubro	Abreu, Jorge de	1878-1932	1912	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
Jaime de Magalhães Lima|Agostinho, José	Jaime de Magalhães Lima	Agostinho, José	1866-1938	1911	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Manuel da Maya e os engenheiros militares portugueses no Terramoto de 1755|Aires, Cristóvão	Manuel da Maya e os engenheiros militares portugueses no Terramoto de 1755	Aires, Cristóvão	1853-1930	1910	Ensaio  Arte	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os Filhos do Padre Anselmo|Albergaria, Sá de	Os Filhos do Padre Anselmo	Albergaria, Sá de	1850-1922	1904	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Descobrimento das Filippinas pelo navegador portuguez Fernão de Magalhães|Alberto, Caetano	Descobrimento das Filippinas pelo navegador portuguez Fernão de Magalhães	Alberto, Caetano	1843-1924	1898	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
Sidónio na Lenda|Albuquerque, António de	Sidónio na Lenda	Albuquerque, António de	1866-1923	1922	Biografia	PDF		Bibliotrónica Portuguesa
Ruy o escudeiro|Albuquerque, Luís da Silva Mousinho de	Ruy o escudeiro	Albuquerque, Luís da Silva Mousinho de	1792-1846	1844	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Cartas de amor ao cavalheiro de Chamilly|Alcoforado, Mariana	Cartas de amor ao cavalheiro de Chamilly	Alcoforado, Mariana	1640-1723	193-	Literatura Epistolar	PDF		Biblioteca Digital do Alentejo
Como e porque sou romancista|Alencar, José de	Como e porque sou romancista	Alencar, José de	1829-1877	1893	Autobiografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Ubirajara: Lenda Tupi|Alencar, José de	Ubirajara: Lenda Tupi	Alencar, José de	1829-1877	1911	Lendas	HTML, EPUB, MOBI e TXT		Project Gutenberg
Senhora|Alencar, José de	Senhora	Alencar, José de	1829-1877		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Iracema|Alencar, José de	Iracema	Alencar, José de	1829-1877		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
O Guarani|Alencar, José de	O Guarani	Alencar, José de	1829-1877	1996	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
O que é o Casamento?|Alencar, José de	O que é o Casamento?	Alencar, José de	1829-1877		Drama	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Iracema|Alencar, José de	Iracema	Alencar, José de	1829-1877	1991	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Lucíola|Alencar, José de	Lucíola	Alencar, José de	1829-1877		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Til|Alencar, José de	Til	Alencar, José de	1829-1877		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Viuvinha|Alencar, José de	A Viuvinha	Alencar, José de	1829-1877		Novela	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Cinco Minutos|Alencar, José de	Cinco Minutos	Alencar, José de	1829-1877		Novela	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Senhora|Alencar, José de	Senhora	Alencar, José de	1829-1877		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Alma do Lázaro|Alencar, José de	A Alma do Lázaro	Alencar, José de	1829-1877		Contos	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Cinco minutos|Alencar, José de	Cinco minutos	Alencar, José de	1829-1877		Novela	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Como e por que sou Romancista|Alencar, José de	Como e por que sou Romancista	Alencar, José de	1829-1877		Autobiografia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Pata da Gazela|Alencar, José de	A Pata da Gazela	Alencar, José de	1829-1877		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
O Sertanejo|Alencar, José de	O Sertanejo	Alencar, José de	1829-1877		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Ubirajara|Alencar, José de	Ubirajara	Alencar, José de	1829-1877		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
O Demônio Familiar|Alencar, José de	O Demônio Familiar	Alencar, José de	1829-1877		Drama	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Lucíola|Alencar, José de	Lucíola	Alencar, José de	1829-1877	1988	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Viuvinha|Alencar, José de	A Viuvinha	Alencar, José de	1829-1877		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Diva|Alencar, José de	Diva	Alencar, José de	1829-1877		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
As Asas de um Anjo|Alencar, José de	As Asas de um Anjo	Alencar, José de	1829-1877		Drama	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
O Gaúcho|Alencar, José de	O Gaúcho	Alencar, José de	1829-1877	1998	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Mãe|Alencar, José de	Mãe	Alencar, José de	1829-1877		Drama	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Octavia: Tragedia em 5 Actos|Alfieri, Vittorio	Octavia: Tragedia em 5 Actos	Alfieri, Vittorio	1749-1803	1869	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memoria sobre o melhoramento da cultura da Beira e da navegação do Mondego|Almeida, António de	Memoria sobre o melhoramento da cultura da Beira e da navegação do Mondego	Almeida, António de	1821-?	1858	Monografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Breves palavras sobre a cultura da Oliveira|Almeida, Avelino Nunes de	Breves palavras sobre a cultura da Oliveira	Almeida, Avelino Nunes de		1899	Ciência  Botânica	HTML, EPUB, MOBI e TXT		Project Gutenberg
Aves Migradoras|Almeida, Fialho de	Aves Migradoras	Almeida, Fialho de	1857-1911	1922	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
O País das Uvas|Almeida, Fialho de	O País das Uvas	Almeida, Fialho de	1857-1911	1946	Contos	PDF		Biblioteca Digital do Alentejo
Saibam quantos...|Almeida, Fialho de	Saibam quantos...	Almeida, Fialho de	1857-1911	1917	Crónicas	PDF		Biblioteca Digital do Alentejo
Vida Ironica|Almeida, Fialho de	Vida Ironica	Almeida, Fialho de	1857-1911	1920	Crónicas	PDF		Biblioteca Digital do Alentejo
Actores e Autores|Almeida, Fialho de	Actores e Autores	Almeida, Fialho de	1857-1911	1925	Ensaio  Arte	PDF		Biblioteca Digital do Alentejo
Contos|Almeida, Fialho de	Contos	Almeida, Fialho de	1857-1911	1922	Contos	PDF		Biblioteca Digital do Alentejo
Lisboa Galante|Almeida, Fialho de	Lisboa Galante	Almeida, Fialho de	1857-1911	1927	Crónicas	PDF		Biblioteca Digital do Alentejo
A Cidade do Vicio|Almeida, Fialho de	A Cidade do Vicio	Almeida, Fialho de	1857-1911	1932	Contos	PDF		Biblioteca Digital do Alentejo
Estancias dArte e de Saudade|Almeida, Fialho de	Estancias dArte e de Saudade	Almeida, Fialho de	1857-1911	1921	Literatura de Viagem	PDF		Biblioteca Digital do Alentejo
Os gatos - Vol. VI|Almeida, Fialho de	Os gatos - Vol. VI	Almeida, Fialho de	1857-1911	1923	Sátira	PDF		Biblioteca Digital do Alentejo
Os gatos - Vol. V|Almeida, Fialho de	Os gatos - Vol. V	Almeida, Fialho de	1857-1911	1923	Sátira	PDF		Biblioteca Digital do Alentejo
Os gatos - Vol. I|Almeida, Fialho de	Os gatos - Vol. I	Almeida, Fialho de	1857-1911	1927	Sátira	PDF		Biblioteca Digital do Alentejo
Os gatos - Vol. III|Almeida, Fialho de	Os gatos - Vol. III	Almeida, Fialho de	1857-1911	1921	Sátira	PDF		Biblioteca Digital do Alentejo
Aves Migradoras|Almeida, Fialho de	Aves Migradoras	Almeida, Fialho de	1857-1911	1922	Contos	PDF		Biblioteca Digital do Alentejo
Vida errante|Almeida, Fialho de	Vida errante	Almeida, Fialho de	1857-1911	1925	Contos	PDF		Biblioteca Digital do Alentejo
Livro Prohibido|Almeida, Fialho de	Livro Prohibido	Almeida, Fialho de	1857-1911	1904	Sátira	PDF		Biblioteca Digital do Alentejo
Figuras de Destaque|Almeida, Fialho de	Figuras de Destaque	Almeida, Fialho de	1857-1911	1923	Ensaio  Literatura	PDF		Biblioteca Digital do Alentejo
Á Esquina|Almeida, Fialho de	Á Esquina	Almeida, Fialho de	1857-1911	1919	Crónicas	PDF		Biblioteca Digital do Alentejo
Pasquinadas|Almeida, Fialho de	Pasquinadas	Almeida, Fialho de	1857-1911	1923	Crónicas	PDF		Biblioteca Digital do Alentejo
Barbear, Pentear|Almeida, Fialho de	Barbear, Pentear	Almeida, Fialho de	1857-1911	1923	Crónicas	PDF		Biblioteca Digital do Alentejo
Camilo, Eça e Malheiro Dias|Almeida, Fialho de	Camilo, Eça e Malheiro Dias	Almeida, Fialho de	1857-1911	1941	Ensaio  Literatura	PDF		Biblioteca Digital do Alentejo
Lisboa Monumental|Almeida, Fialho de	Lisboa Monumental	Almeida, Fialho de	1857-1911	1957	Crónicas	PDF		Biblioteca Digital do Alentejo
Os gatos - Vol. IV|Almeida, Fialho de	Os gatos - Vol. IV	Almeida, Fialho de	1857-1911	1957	Sátira	PDF		Biblioteca Digital do Alentejo
Os gatos - Vol. II|Almeida, Fialho de	Os gatos - Vol. II	Almeida, Fialho de	1857-1911	1945	Sátira	PDF		Biblioteca Digital do Alentejo
"O Natal na tristeza de ""Um sem família""|Almeida, Fialho de"	"O Natal na tristeza de ""Um sem família"""	Almeida, Fialho de	1857-1911	1957	Contos	PDF		Biblioteca Digital do Alentejo
A Ruiva|Almeida, Fialho de	A Ruiva	Almeida, Fialho de	1857-1911	2014	Novela	EPUB e MOBI		Projecto Adamastor
Contos do Diabo|Almeida, Fialho de; Queirós, Eça de; Machado, Júlio César	Contos do Diabo	Almeida, Fialho de; Queirós, Eça de; Machado, Júlio César	1857-1911	1983	Contos	PDF		Biblioteca Digital do Alentejo
Memórias de um Sargento de Milícias|Almeida, Manuel António de	Memórias de um Sargento de Milícias	Almeida, Manuel António de	1831-1861		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Memórias de um Sargento de Milícias|Almeida, Manuel António de	Memórias de um Sargento de Milícias	Almeida, Manuel António de	1831-1861		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Memórias de um Sargento de Milícias|Almeida, Manuel António de	Memórias de um Sargento de Milícias	Almeida, Manuel António de	1831-1861	1996	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Vida de Takla Haymanot|Almeida, Manuel de	Vida de Takla Haymanot	Almeida, Manuel de	1578-1646	1899	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Inocente|Almeida, Virgínia de Castro e	Inocente	Almeida, Virgínia de Castro e	1874-1945	1916	Contos	PDF		Bibliotrónica Portuguesa
O Navio Negreiro|Alves, Castro	O Navio Negreiro	Alves, Castro	1847-1871		Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Vozes d'África|Alves, Castro	Vozes d'África	Alves, Castro	1847-1871		Poesia	PDF	Fonte Original: Jornal de Poesia	Portal Domínio Público
O Navio Negreiro|Alves, Castro	O Navio Negreiro	Alves, Castro	1847-1871		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Espumas Flutuantes|Alves, Castro	Espumas Flutuantes	Alves, Castro	1847-1871		Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Os Escravos|Alves, Castro	Os Escravos	Alves, Castro	1847-1871		Poesia	PDF	Fonte Original: Jornal de Poesia	Portal Domínio Público
Espumas Flutuantes|Alves, Castro	Espumas Flutuantes	Alves, Castro	1847-1871		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
O dialeto caipira|Amaral, Amadeu	O dialeto caipira	Amaral, Amadeu	1875-1929		Linguística	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Diccionario de João Fernandes|Amorim, Francisco Gomes de	Diccionario de João Fernandes	Amorim, Francisco Gomes de	1827-1891	1878	Linguística	HTML, EPUB, MOBI e TXT		Project Gutenberg
Auto da Festa de São Lourenço|Anchieta, José de	Auto da Festa de São Lourenço	Anchieta, José de	1534-1597	1973	Drama	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Contos de Andersen|Andersen, Hans Christian	Contos de Andersen	Andersen, Hans Christian	1805-1875	2013	Contos	EPUB		Nativos Digitais Lêem +
Relatorio de uma viagem ás terras do Changamira|Andrada, Joaquim Carlos Paiva de	Relatorio de uma viagem ás terras do Changamira	Andrada, Joaquim Carlos Paiva de	1846-1928	1886	Literatura de Viagem	HTML, EPUB, MOBI e TXT		Project Gutenberg
Relatorio de uma viagem ás terras dos Landins|Andrada, Joaquim Carlos Paiva de	Relatorio de uma viagem ás terras dos Landins	Andrada, Joaquim Carlos Paiva de	1846-1928	1885	Literatura de Viagem	HTML, EPUB, MOBI e TXT		Project Gutenberg
Colonisação de Lourenço Marques|Andrade, Alfredo Freire de	Colonisação de Lourenço Marques	Andrade, Alfredo Freire de		1897	Conferência	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memoria dos feitos macaenses contra os piratas da China e da entrada violenta dos inglezes na cidade de Macáo|Andrade, José Inácio de	Memoria dos feitos macaenses contra os piratas da China e da entrada violenta dos inglezes na cidade de Macáo	Andrade, José Inácio de	1780-1863	1835	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
Eu|Anjos, Augusto dos	Eu	Anjos, Augusto dos	1884-1914		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Eu e Outras Poesias|Anjos, Augusto dos	Eu e Outras Poesias	Anjos, Augusto dos	1884-1914	1998	Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Outras Poesias|Anjos, Augusto dos	Outras Poesias	Anjos, Augusto dos	1884-1914	1994	Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Eu|Anjos, Augusto dos	Eu	Anjos, Augusto dos	1884-1914	2017	Poesia	EPUB e MOBI		Projecto Adamastor
Cultura e Opulência do Brasil por suas Drogas e Minas|Antonil, Pe. André João	Cultura e Opulência do Brasil por suas Drogas e Minas	Antonil, Pe. André João	1649-1716	1982	Ensaio  Política	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Suspiros Poéticos e Saudades|Araguaia, Visconde de	Suspiros Poéticos e Saudades	Araguaia, Visconde de	1811-1882		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Ramalho Ortigão|Arantes, Hemetério	Ramalho Ortigão	Arantes, Hemetério	1864-1932	1915	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
A estatua do poeta|Araújo, Joaquim de	A estatua do poeta	Araújo, Joaquim de	1858-1917	1891	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Sá de Miranda|Araújo, Joaquim de	Sá de Miranda	Araújo, Joaquim de	1858-1917	1894	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Arte Poética|Aristóteles	Arte Poética	Aristóteles	384-322 a.C.		Ensaio  Arte	PDF	Fonte Original: CultVox	Portal Domínio Público
Effeitos do Hypnotismo|Armando, A.	Effeitos do Hypnotismo	Armando, A.		1891	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Cantos Sagrados|Arriaga, Manuel de	Cantos Sagrados	Arriaga, Manuel de	1840-1917	1899	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Historias Sem Data|Assis, Machado de	Historias Sem Data	Assis, Machado de	1839-1908	1884	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Mao e A Luva|Assis, Machado de	A Mao e A Luva	Assis, Machado de	1839-1908	1919	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Dom Casmurro|Assis, Machado de	Dom Casmurro	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Memórias Póstumas de Brás Cubas|Assis, Machado de	Memórias Póstumas de Brás Cubas	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Dom Casmurro|Assis, Machado de	Dom Casmurro	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
O Alienista|Assis, Machado de	O Alienista	Assis, Machado de	1839-1908	1994	Novela	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Mão e a Luva|Assis, Machado de	A Mão e a Luva	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Esaú e Jacó|Assis, Machado de	Esaú e Jacó	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Helena|Assis, Machado de	Helena	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Dom Casmurro|Assis, Machado de	Dom Casmurro	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Quincas Borba|Assis, Machado de	Quincas Borba	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Memórias Póstumas de Brás Cubas|Assis, Machado de	Memórias Póstumas de Brás Cubas	Assis, Machado de	1839-1908	1994	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Americanas|Assis, Machado de	Americanas	Assis, Machado de	1839-1908		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Helena|Assis, Machado de	Helena	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Contos Fluminenses|Assis, Machado de	Contos Fluminenses	Assis, Machado de	1839-1908	1994	Contos	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
O Alienista|Assis, Machado de	O Alienista	Assis, Machado de	1839-1908		Novela	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Memórias Póstumas de Brás Cubas|Assis, Machado de	Memórias Póstumas de Brás Cubas	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
O Alienista|Assis, Machado de	O Alienista	Assis, Machado de	1839-1908		Novela	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
A Mão e a Luva|Assis, Machado de	A Mão e a Luva	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Mão e a Luva|Assis, Machado de	A Mão e a Luva	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Papéis Avulsos|Assis, Machado de	Papéis Avulsos	Assis, Machado de	1839-1908	1882	Contos	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Almas Agradecidas|Assis, Machado de	Almas Agradecidas	Assis, Machado de	1839-1908	1871	Contos	PDF	Fonte Original: Universidade Federal de Santa Catarina - UFSC	Portal Domínio Público
A Semana|Assis, Machado de	A Semana	Assis, Machado de	1839-1908		Crónicas	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Várias Histórias|Assis, Machado de	Várias Histórias	Assis, Machado de	1839-1908	1994	Contos	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A viúva Sobral|Assis, Machado de	A viúva Sobral	Assis, Machado de	1839-1908	1884	Contos	PDF	Fonte Original: Universidade Federal de Santa Catarina - UFSC	Portal Domínio Público
Quincas Borba|Assis, Machado de	Quincas Borba	Assis, Machado de	1839-1908	1994	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Semana|Assis, Machado de	A Semana	Assis, Machado de	1839-1908		Crónicas	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Memorial de Aires|Assis, Machado de	Memorial de Aires	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Histórias da Meia-Noite|Assis, Machado de	Histórias da Meia-Noite	Assis, Machado de	1839-1908		Contos	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Balas de Estalo|Assis, Machado de	Balas de Estalo	Assis, Machado de	1839-1908		Crónicas	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Casa Velha|Assis, Machado de	Casa Velha	Assis, Machado de	1839-1908	1986	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Bons Dias|Assis, Machado de	Bons Dias	Assis, Machado de	1839-1908		Crónicas	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Esaú e Jacó|Assis, Machado de	Esaú e Jacó	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
As Forças Caudinas|Assis, Machado de	As Forças Caudinas	Assis, Machado de	1839-1908	2003	Drama	PDF	Fonte Original: Universidade Federal de Santa Catarina - UFSC	Portal Domínio Público
Papéis Avulsos|Assis, Machado de	Papéis Avulsos	Assis, Machado de	1839-1908		Contos	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Helena|Assis, Machado de	Helena	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Quincas Borba|Assis, Machado de	Quincas Borba	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Balas de Estalo|Assis, Machado de	Balas de Estalo	Assis, Machado de	1839-1908		Crónicas	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Iaiá Garcia|Assis, Machado de	Iaiá Garcia	Assis, Machado de	1839-1908		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Tu, só tu, puro amor|Assis, Machado de	Tu, só tu, puro amor	Assis, Machado de	1839-1908	1994	Drama	PDF	Fonte Original: Universidade Federal de Santa Catarina - UFSC	Portal Domínio Público
O anjo Rafael|Assis, Machado de	O anjo Rafael	Assis, Machado de	1839-1908		Novela	PDF	Fonte Original: Universidade Federal de Santa Catarina - UFSC	Portal Domínio Público
Contos Fluminenses|Assis, Machado de	Contos Fluminenses	Assis, Machado de	1839-1908		Contos	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Crisálidas|Assis, Machado de	Crisálidas	Assis, Machado de	1839-1908		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Poesias dispersas|Assis, Machado de	Poesias dispersas	Assis, Machado de	1839-1908	1994	Poesia	PDF	Fonte Original: Universidade Federal de Santa Catarina - UFSC	Portal Domínio Público
Ressureição|Assis, Machado de	Ressureição	Assis, Machado de	1839-1908	1994	Romance	PDF	Fonte Original: Universidade Federal de Santa Catarina - UFSC	Portal Domínio Público
Textos críticos|Assis, Machado de	Textos críticos	Assis, Machado de	1839-1908	1994	Crónicas	PDF	Fonte Original: Universidade Federal de Santa Catarina - UFSC	Portal Domínio Público
Quincas Borba|Assis, Machado de	Quincas Borba	Assis, Machado de	1839-1908	2013	Romance	EPUB		Nativos Digitais Lêem +
O Alienista|Assis, Machado de	O Alienista	Assis, Machado de	1839-1908	2013	Novela	EPUB		Nativos Digitais Lêem +
Dom Casmurro|Assis, Machado de	Dom Casmurro	Assis, Machado de	1839-1908	2013	Romance	EPUB e MOBI		Projecto Adamastor
Memórias Póstumas de Brás Cubas|Assis, Machado de	Memórias Póstumas de Brás Cubas	Assis, Machado de	1839-1908	2017	Romance	EPUB e MOBI		Projecto Adamastor
O Cortiço|Azevedo, Aluísio	O Cortiço	Azevedo, Aluísio	1857-1913	1997	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
O Cortiço|Azevedo, Aluísio	O Cortiço	Azevedo, Aluísio	1857-1913		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
O Cortiço|Azevedo, Aluísio	O Cortiço	Azevedo, Aluísio	1857-1913		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
O Mulato|Azevedo, Aluísio	O Mulato	Azevedo, Aluísio	1857-1913		Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Casa de Pensão|Azevedo, Aluísio	Casa de Pensão	Azevedo, Aluísio	1857-1913	1989	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Condessa Vésper|Azevedo, Aluísio	A Condessa Vésper	Azevedo, Aluísio	1857-1913		Romance	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Noite na Taverna|Azevedo, Álvares de	Noite na Taverna	Azevedo, Álvares de	1831-1852	1988	Novela	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Lira dos Vinte Anos|Azevedo, Álvares de	Lira dos Vinte Anos	Azevedo, Álvares de	1831-1852	1996	Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
